ID,Anio,IVP,Salario Minimo,Concepto,TipoCT,Consecutivo,SIGAU,Especie,Tratamiento,Espacio,Estrato,Localidad,Latitud,Longitud,PAP,DAP,Altura Total,Altura Comercial,Diam. Copa Polar,Diam. Copa Ecuatorial,Perimetro basal,Estado fuste,Estado Copa,Estado Raiz,Estado FitoSanitario,Estado General,Riesgo,Interes patrimonial,Autorizado
1526,2020,0.4379,877803,2020EE99873,Infraestructura,SSFFS-99873,11327075886535,calistemo lloron,Tala,Privado,3,SUBA,4.772930084709106,-74.10244618116806,1.03,3.24,17.35,10.34,47.41,39.19,3.56,1,1,1,1,Muy Malo,Muy Alto,No,UAESP
1527,2020,0.4379,877803,2020EE95137,Infraestructura,SSFFS-95137,12734001633305,guayabo del peru,Poda control altura,Publico,5,BARRIOS UNIDOS,4.664625505312074,-74.07909078925229,0.19,0.6,2.53,2.32,3.35,1.8,0.66,3,2,3,5,Regular,Medio,No,ENEL
1528,2024,0.4476,1300000,2024EE23898,Emergencia,SSFFS-23898,14903948296293,acacia blanca leucaena,Traslado,Privado,1,LOS MARTIRES,4.606266533452826,-74.08591834433932,0.17,0.53,16.78,14.64,12.02,9.84,0.59,4,4,5,4,Bueno,Bajo,Si,JBB
1529,2022,0.432,1000000,2022EE06295,Manejo,SSFFS-06295,14268402616128,mortillo,Poda aclareo,Publico,6,LOS MARTIRES,4.6207055359023546,-74.07673625662913,0.16,0.5,3.58,0.16,1.56,4.25,0.55,4,3,4,5,Bueno,Bajo,No,UAESP
1530,2022,0.432,1000000,2022EE80440,Infraestructura,SSFFS-80440,03536207723636,curapin campanilla,Poda estabilidad,Publico,3,SANTA FE,4.608724155264695,-73.9989190224541,0.36,1.13,1.71,1.01,0.66,2.99,1.24,3,2,3,4,Regular,Medio,No,OTRO
1531,2020,0.4379,877803,2020EE83907,Infraestructura,SSFFS-83907,01124906983754,leptospermun,Poda control altura,Publico,1,USAQUEN,4.719216700732319,-74.03989047212895,2.25,7.07,4.32,1.9,5.57,3.3,7.78,3,2,3,5,Regular,Medio,No,JBB
1532,2025,0.4745,1423500,2025EE95763,Infraestructura,SSFFS-95763,03718941798247,palma coquito,Traslado,Publico,1,SANTA FE,4.588320014772751,-74.0719701863222,1.53,4.81,10.07,4.99,2.05,2.02,5.29,4,4,5,4,Bueno,Bajo,Si,ENEL
1533,2022,0.432,1000000,2022EE24886,Infraestructura,SSFFS-24886,17652209817545,azalea,Poda aclareo,Privado,6,CANDELARIA,4.596803421101974,-74.07936367387768,0.07,0.22,0.8,0.21,0.8,0.4,0.24,4,3,4,5,Bueno,Bajo,No,JBB
1534,2023,0.4581,1160000,2023EE78026,Infraestructura,SSFFS-78026,06314138564068,caucho lira,Poda realce,Publico,4,TUNJUELITO,4.581703645499151,-74.13437402285385,0.12,0.38,10.03,1.01,4.42,4.8,0.41,4,4,4,4,Bueno,Bajo,No,UAESP
1535,2023,0.4581,1160000,2023EE47295,Infraestructura,SSFFS-47295,04001698223200,pomarroso,Poda control altura,Privado,1,SAN CRISTOBAL,4.569026631021619,-74.03554386218069,0.75,2.36,6.06,1.88,0.74,2.22,2.59,3,2,3,5,Regular,Medio,No,JBB
1536,2020,0.4379,877803,2020EE23455,Emergencia,SSFFS-23455,12079684892626,corazon de pollo,Poda radicular,Privado,2,BARRIOS UNIDOS,4.665516713512577,-74.0627206486424,0.26,0.82,5.45,0.05,2.75,4.58,0.9,4,4,2,4,Regular,Medio,No,IDU
1537,2020,0.4379,877803,2020EE40942,Manejo,SSFFS-40942,10285125323227,hojarasco,Poda estructural,Privado,2,ENGATIVA,4.68282603436483,-74.08700104532106,0.46,1.45,3.04,0.51,1.74,5.31,1.59,4,3,4,4,Regular,Medio,No,JBB
1538,2025,0.4745,1423500,2025EE66360,Manejo,SSFFS-66360,12767624039908,falso pimiento,Tratamiento integral,Publico,6,BARRIOS UNIDOS,4.6787279044172925,-74.06267187643492,80.2,251.96,26.02,17.84,12.79,11.65,277.15,2,2,2,2,Malo,Alto,No,JBB
1539,2025,0.4745,1423500,2025EE88139,Infraestructura,SSFFS-88139,19413234557889,chicala,Poda realce,Publico,1,CIUDAD BOLIVAR,4.493094213041922,-74.12665703855413,31.67,99.49,29.04,28.12,55.89,8.51,109.44,4,4,4,4,Bueno,Bajo,No,JBB
1540,2023,0.4581,1160000,2023EE77529,Emergencia,SSFFS-77529,14651907927370,platano de tierra fria,Poda realce,Publico,3,LOS MARTIRES,4.606354322693292,-74.08804023770227,0.01,0.03,4.48,2.73,3.6,4.68,0.03,4,4,4,4,Bueno,Bajo,No,JBB
1541,2025,0.4745,1423500,2025EE46920,Infraestructura,SSFFS-46920,10090897048765,sauco,Poda realce,Publico,5,ENGATIVA,4.700167957279039,-74.11793351201756,81.28,255.35,10.06,6.44,23.5,13.63,280.88,4,4,4,4,Bueno,Bajo,No,JBB
1542,2021,0.4379,908526,2021EE66826,Manejo,SSFFS-66826,03133441153521,mano de oso,Poda radicular,Privado,1,SANTA FE,4.593136792554886,-74.06191116002596,0.28,0.88,16.84,12.87,6.67,10.44,0.97,4,4,2,4,Regular,Medio,No,JBB
1543,2023,0.4581,1160000,2023EE10427,Emergencia,SSFFS-10427,04285837609578,caucho tequendama,Traslado,Privado,1,SAN CRISTOBAL,4.523464316946046,-74.08960282377171,1.93,6.06,4.85,1.84,62.74,5.31,6.67,4,4,5,4,Bueno,Bajo,No,ENEL
1544,2022,0.432,1000000,2022EE35872,Infraestructura,SSFFS-35872,11940009869999,olivo,Conservar,Privado,6,SUBA,4.740352199982768,-74.10652519544445,0.58,1.82,1.81,0.07,2.6,7.38,2.0,5,4,5,4,Bueno,Bajo,No,OTRO
1545,2020,0.4379,877803,2020EE07116,Manejo,SSFFS-07116,14328393392740,quina,Poda realce,Publico,3,LOS MARTIRES,4.606440813946849,-74.09475649555017,0.25,0.79,2.19,1.0,1.19,3.62,0.86,4,4,4,4,Bueno,Bajo,No,EEAB
1546,2021,0.4379,908526,2021EE12669,Manejo,SSFFS-12669,03287379598069,chicala rosado,Traslado,Publico,3,SANTA FE,4.587325320367997,-74.02070353044363,0.12,0.38,5.92,2.24,4.99,3.14,0.41,4,4,5,4,Bueno,Bajo,No,OTRO
1547,2021,0.4379,908526,2021EE53709,Manejo,SSFFS-53709,06571503079369,guamo santafereno,Poda control altura,Publico,1,TUNJUELITO,4.591509826069643,-74.13791210411209,0.92,2.89,7.6,2.55,3.25,12.32,3.18,3,2,3,5,Regular,Medio,No,IDU
1548,2020,0.4379,877803,2020EE98114,Manejo,SSFFS-98114,14456835654703,magnolio,Tratamiento especial,Publico,4,LOS MARTIRES,4.6120359614630955,-74.08022088749372,1.57,4.93,4.33,3.09,7.78,7.77,5.43,3,3,3,2,Malo,Alto,No,UAESP
1549,2023,0.4581,1160000,2023EE06073,Manejo,SSFFS-06073,07769431493208,corono,Tratamiento integral,Privado,5,BOSA,4.621329024944748,-74.19944799293557,1.09,3.42,15.56,8.94,63.79,18.56,3.77,2,2,2,2,Malo,Alto,No,JBB
1550,2024,0.4476,1300000,2024EE28811,Emergencia,SSFFS-28811,10724664551558,araucaria crespa,Conservar,Publico,1,ENGATIVA,4.673440103587491,-74.11072794814261,124.94,392.51,16.94,0.72,7.58,10.61,431.76,5,4,5,4,Bueno,Bajo,No,OTRO
1551,2025,0.4745,1423500,2025EE89431,Emergencia,SSFFS-89431,12230530116277,laurel de cera (hoja pequena),Poda estructural,Publico,2,BARRIOS UNIDOS,4.65946812055885,-74.07473377780961,0.82,2.58,6.66,1.71,0.79,4.83,2.83,4,3,4,4,Regular,Medio,No,JBB
1552,2021,0.4379,908526,2021EE49430,Emergencia,SSFFS-49430,10748113499088,salvio morado,Conservar,Publico,4,ENGATIVA,4.712590636891656,-74.102179796292,0.63,1.98,4.32,3.78,23.98,2.98,2.18,5,4,5,4,Bueno,Bajo,No,OTRO
1553,2020,0.4379,877803,2020EE08189,Manejo,SSFFS-08189,12472588460988,higueron,Poda radicular,Privado,3,BARRIOS UNIDOS,4.6769854207727,-74.06973315601603,1.05,3.3,10.56,3.74,5.53,6.81,3.63,4,4,2,4,Regular,Medio,No,JBB
1554,2020,0.4379,877803,2020EE70411,Manejo,SSFFS-70411,09794805588054,diosme,Tratamiento especial,Privado,3,FONTIBON,4.664171579236081,-74.13075704831553,0.34,1.07,5.0,0.28,4.0,3.5,1.17,3,3,3,2,Malo,Alto,No,IDU
1555,2021,0.4379,908526,2021EE16852,Emergencia,SSFFS-16852,14776845277571,pino candelabro,Tratamiento especial,Privado,3,LOS MARTIRES,4.609255187202445,-74.08004038534023,206.46,648.61,20.96,16.94,14.69,12.39,713.48,3,3,3,2,Malo,Alto,No,JBB
1556,2025,0.4745,1423500,2025EE72259,Emergencia,SSFFS-72259,02434824420581,schefflera tortolito,Tala,Publico,5,CHAPINERO,4.64507109457502,-74.05394595666476,0.69,2.17,11.27,10.0,3.58,2.97,2.38,1,1,1,1,Muy Malo,Muy Alto,No,UAESP
1557,2023,0.4581,1160000,2023EE60266,Emergencia,SSFFS-60266,01251968242651,sauco,Poda radicular,Publico,5,USAQUEN,4.6836477278784185,-74.02295751593759,85.23,267.76,175.97,87.7,0.77,7.27,294.53,4,4,2,4,Regular,Medio,No,JBB
1558,2021,0.4379,908526,2021EE13319,Manejo,SSFFS-13319,08269479471498,tabaco,Tala,Privado,1,KENNEDY,4.635885212978875,-74.14339240507294,0.16,0.5,2.8,0.14,1.5,3.2,0.55,1,1,1,1,Muy Malo,Muy Alto,No,JBB
1559,2020,0.4379,877803,2020EE63045,Emergencia,SSFFS-63045,08119058162161,ojo de perdiz,Poda radicular,Privado,3,KENNEDY,4.625463107445296,-74.15227792516832,0.11,0.35,1.7,0.25,0.63,0.41,0.38,4,4,2,4,Regular,Medio,No,JBB
1560,2021,0.4379,908526,2021EE39111,Infraestructura,SSFFS-39111,05137700543858,cayeno,Tratamiento especial,Publico,2,USME,4.314068326015402,-74.18620368213291,1.99,6.25,14.95,8.72,6.37,7.93,6.88,3,3,3,2,Malo,Alto,No,UAESP
1561,2025,0.4745,1423500,2025EE44856,Emergencia,SSFFS-44856,03249902535425,magnolio,Poda estabilidad,Publico,3,SANTA FE,4.592283976898429,-74.08731129406985,3.42,10.74,16.36,4.73,14.0,12.53,11.82,3,2,3,4,Regular,Medio,No,JBB
1562,2023,0.4581,1160000,2023EE23894,Manejo,SSFFS-23894,12207359570566,cerezo,Conservar,Privado,1,BARRIOS UNIDOS,4.687264105053164,-74.07485050971692,115.19,361.88,22.02,17.35,280.39,11.96,398.07,5,4,5,4,Bueno,Bajo,No,OTRO
1563,2025,0.4745,1423500,2025EE64001,Emergencia,SSFFS-64001,18430962553951,arboloco,Poda aclareo,Publico,3,RAFAEL URIBE URIBE,4.580901272093921,-74.1031453511492,0.82,2.58,11.04,9.26,6.56,18.5,2.83,4,3,4,5,Bueno,Bajo,No,OTRO
1564,2024,0.4476,1300000,2024EE71153,Infraestructura,SSFFS-71153,17995690727122,lupinus,Tratamiento especial,Publico,5,CANDELARIA,4.591386398235306,-74.06902530545189,0.42,1.32,2.73,2.14,1.14,1.23,1.45,3,3,3,2,Malo,Alto,No,JBB
1565,2024,0.4476,1300000,2024EE22195,Emergencia,SSFFS-22195,16393578589965,lavanda,Tratamiento especial,Publico,5,PUENTE ARANDA,4.633178152600798,-74.10808434946252,0.65,2.04,2.5,1.16,1.17,1.24,2.25,3,3,3,2,Malo,Alto,No,JBB
1566,2023,0.4581,1160000,2023EE00663,Infraestructura,SSFFS-00663,08073399747679,tilo,Tala,Privado,1,KENNEDY,4.627795781349479,-74.1568470306055,0.32,1.01,5.0,0.31,2.0,3.0,1.11,1,1,1,1,Muy Malo,Muy Alto,No,UAESP
1567,2021,0.4379,908526,2021EE90842,Manejo,SSFFS-90842,08600178402683,cucharo espadero,Tratamiento integral,Privado,6,KENNEDY,4.62414778489628,-74.13731283138941,0.29,0.91,3.0,2.57,1.0,1.0,1.0,2,2,2,2,Malo,Alto,No,JBB
1568,2023,0.4581,1160000,2023EE73589,Manejo,SSFFS-73589,03741524091618,palma fenix,Poda radicular,Privado,4,SANTA FE,4.56471193044158,-74.01378863933991,0.48,1.51,16.1,7.7,1.33,10.92,1.66,4,4,2,4,Regular,Medio,No,ENEL
1569,2020,0.4379,877803,2020EE82260,Manejo,SSFFS-82260,17702402531036,schefflera yuco blanco,Conservar,Privado,4,CANDELARIA,4.598895055103618,-74.07476538800427,0.22,0.69,5.25,1.94,1.83,4.59,0.76,5,4,5,4,Bueno,Bajo,No,UAESP
1570,2023,0.4581,1160000,2023EE24902,Manejo,SSFFS-24902,09559316916065,eucalipto manchado,Poda aclareo,Publico,5,FONTIBON,4.665241915208001,-74.13636685254298,2.15,6.75,20.58,5.85,13.86,11.81,7.43,4,3,4,5,Bueno,Bajo,No,JBB
1571,2022,0.432,1000000,2022EE59785,Emergencia,SSFFS-59785,19418239025501,metrosideros,Poda radicular,Publico,2,CIUDAD BOLIVAR,4.592711106040227,-74.17711545044794,0.52,1.63,6.91,3.76,4.43,3.35,1.8,4,4,2,4,Regular,Medio,No,UAESP
1572,2021,0.4379,908526,2021EE44920,Emergencia,SSFFS-44920,04782018991122,grevilea,Tratamiento especial,Privado,4,SAN CRISTOBAL,4.548955095674064,-74.06797284231418,1.01,3.17,11.92,4.15,3.35,2.95,3.49,3,3,3,2,Malo,Alto,No,IDU
1573,2023,0.4581,1160000,2023EE23292,Manejo,SSFFS-23292,02700515161968,azuceno enebro,Traslado,Publico,4,CHAPINERO,4.631234008624562,-74.01634932125796,0.4,1.26,8.96,1.09,10.1,5.62,1.38,4,4,5,4,Bueno,Bajo,Si,ENEL
1574,2023,0.4581,1160000,2023EE86492,Emergencia,SSFFS-86492,08778460597317,sauco,Conservar,Publico,3,KENNEDY,4.606222443127934,-74.17146774867456,121.95,383.12,50.35,29.1,31.27,8.41,421.43,5,4,5,4,Bueno,Bajo,No,JBB
1575,2021,0.4379,908526,2021EE98062,Manejo,SSFFS-98062,13502174674115,curapin campanilla,Poda control altura,Privado,6,TEUSAQUILLO,4.651618745183089,-74.09054895203776,0.25,0.79,3.09,2.01,3.65,4.9,0.86,3,2,3,5,Regular,Medio,No,UAESP
1576,2022,0.432,1000000,2022EE96820,Emergencia,SSFFS-96820,11525630305145,acacia azul,Poda control altura,Privado,5,SUBA,4.7607372515837225,-74.10534296249212,0.45,1.41,6.52,6.47,1.11,1.9,1.56,3,2,3,5,Regular,Medio,No,JBB
1577,2025,0.4745,1423500,2025EE57138,Emergencia,SSFFS-57138,06270725982281,mimbre,Poda aclareo,Publico,4,TUNJUELITO,4.580031656192334,-74.14905347582133,1.13,3.55,21.9,10.44,3.55,4.46,3.91,4,3,4,5,Bueno,Bajo,No,JBB
1578,2022,0.432,1000000,2022EE83928,Infraestructura,SSFFS-83928,16389888799406,calistemo,Poda radicular,Publico,6,PUENTE ARANDA,4.637101914838593,-74.10470547947374,2.34,7.35,4.56,3.2,3.79,0.53,8.09,4,4,2,4,Regular,Medio,No,EEAB
1579,2022,0.432,1000000,2022EE70810,Infraestructura,SSFFS-70810,18631413599259,jazmin del cabo,Poda estabilidad,Privado,2,RAFAEL URIBE URIBE,4.553934535983445,-74.10682236516442,0.31,0.97,9.71,2.93,5.25,8.97,1.07,3,2,3,4,Regular,Medio,No,OTRO
1580,2022,0.432,1000000,2022EE43300,Manejo,SSFFS-43300,10090869425198,jazmin amarillo,Tala,Privado,3,ENGATIVA,4.720321836950275,-74.14122259710027,0.44,1.38,3.29,0.37,1.8,2.18,1.52,1,1,1,1,Muy Malo,Muy Alto,No,EEAB
1581,2021,0.4379,908526,2021EE47904,Emergencia,SSFFS-47904,17781189623173,yuca palma yuca,Tratamiento especial,Publico,2,CANDELARIA,4.602248425009544,-74.06598327916376,0.57,1.79,3.37,2.36,7.97,2.57,1.97,3,3,3,2,Malo,Alto,No,JBB
1582,2025,0.4745,1423500,2025EE96065,Emergencia,SSFFS-96065,01151152224095,azara,Traslado,Privado,1,USAQUEN,4.739538256459438,-74.03011419097064,0.44,1.38,1.8,1.35,2.15,2.59,1.52,4,4,5,4,Bueno,Bajo,No,EEAB
1583,2024,0.4476,1300000,2024EE80303,Emergencia,SSFFS-80303,19628033065504,rosa,Poda estabilidad,Privado,4,CIUDAD BOLIVAR,4.483273644602021,-74.16203984726022,0.26,0.82,1.85,0.57,3.04,4.13,0.9,3,2,3,4,Regular,Medio,No,JBB
1584,2020,0.4379,877803,2020EE09418,Manejo,SSFFS-09418,14809919223030,palma de cera,Poda control altura,Privado,5,LOS MARTIRES,4.6072553188165974,-74.09665347641007,0.21,0.66,8.63,5.83,5.06,2.11,0.73,3,2,3,5,Regular,Medio,No,EEAB
1585,2021,0.4379,908526,2021EE27105,Infraestructura,SSFFS-27105,17168575471090,aliso fresno,Poda realce,Publico,6,CANDELARIA,4.597252851190789,-74.07011825737347,0.51,1.6,6.41,1.4,2.93,7.75,1.76,4,4,4,4,Bueno,Bajo,No,UAESP
1586,2025,0.4745,1423500,2025EE91068,Manejo,SSFFS-91068,11522472140869,yolombo,Conservar,Publico,5,SUBA,4.784643965761684,-74.05115482771947,0.76,2.39,2.8,2.09,4.0,4.0,2.63,5,4,5,4,Bueno,Bajo,Si,JBB
1587,2021,0.4379,908526,2021EE85373,Emergencia,SSFFS-85373,08790435252852,duranta,Poda estabilidad,Publico,1,KENNEDY,4.643875114037471,-74.16986002061326,0.1,0.31,0.48,0.15,0.09,12.39,0.35,3,2,3,4,Regular,Medio,No,UAESP
1588,2021,0.4379,908526,2021EE74444,Emergencia,SSFFS-74444,02179244756324,cedro,Poda control altura,Privado,6,CHAPINERO,4.676504123057247,-74.05099456043664,0.42,1.32,20.0,13.91,6.28,25.74,1.45,3,2,3,5,Regular,Medio,No,JBB
1589,2021,0.4379,908526,2021EE68937,Manejo,SSFFS-68937,19281051634030,cedrillo,Poda estructural,Privado,6,CIUDAD BOLIVAR,4.49242771316258,-74.15672234155576,1.05,3.3,9.13,0.58,5.12,4.61,3.63,4,3,4,4,Regular,Medio,No,ENEL
1590,2023,0.4581,1160000,2023EE58844,Emergencia,SSFFS-58844,12679317016894,yolombo,Poda estructural,Publico,2,BARRIOS UNIDOS,4.677210180419286,-74.0639084446077,0.76,2.39,2.8,2.49,4.0,4.0,2.63,4,3,4,4,Regular,Medio,No,EEAB
1591,2021,0.4379,908526,2021EE95785,Manejo,SSFFS-95785,13814416653783,pino australiano,Tala,Privado,2,TEUSAQUILLO,4.665055543386038,-74.09305349412148,2.22,6.97,16.63,8.96,1.69,5.84,7.67,1,1,1,1,Muy Malo,Muy Alto,No,UAESP
1592,2021,0.4379,908526,2021EE87321,Emergencia,SSFFS-87321,05530085840191,palma fenix,Poda control altura,Publico,5,USME,4.343240293902815,-74.16599100249982,0.38,1.19,13.32,12.11,8.67,9.45,1.31,3,2,3,5,Regular,Medio,No,UAESP
1593,2021,0.4379,908526,2021EE90141,Emergencia,SSFFS-90141,19485538842723,borrachero rojo,Poda aclareo,Publico,2,CIUDAD BOLIVAR,4.568413227261962,-74.17548228157635,0.34,1.07,6.0,2.86,1.8,1.7,1.17,4,3,4,5,Bueno,Bajo,No,JBB
1594,2022,0.432,1000000,2022EE73882,Manejo,SSFFS-73882,08963288225903,cipres japones,Poda estructural,Privado,1,KENNEDY,4.623149855980389,-74.15777814539716,1.01,3.17,7.34,0.39,3.4,4.4,3.49,4,3,4,4,Regular,Medio,No,ENEL
1595,2023,0.4581,1160000,2023EE55840,Manejo,SSFFS-55840,09518216412097,trompeto,Poda estructural,Privado,5,FONTIBON,4.666405998742969,-74.12131900001046,0.53,1.67,4.8,3.38,5.88,1.13,1.83,4,3,4,4,Regular,Medio,No,JBB
1596,2024,0.4476,1300000,2024EE89535,Manejo,SSFFS-89535,04165119787229,pino colombiano,Poda aclareo,Privado,2,SAN CRISTOBAL,4.574858055169452,-74.0828785732683,1.09,3.42,8.0,4.61,1.5,1.5,3.77,4,3,4,5,Bueno,Bajo,No,OTRO
1597,2025,0.4745,1423500,2025EE26470,Emergencia,SSFFS-26470,05528913410330,pino candelabro,Conservar,Publico,3,USME,4.353273088977557,-74.16709459136143,162.28,509.82,14.65,14.54,7.69,18.15,560.8,5,4,5,4,Bueno,Bajo,No,UAESP
1598,2022,0.432,1000000,2022EE10678,Emergencia,SSFFS-10678,17091596231948,pino romeron,Poda realce,Privado,2,CANDELARIA,4.590168548070449,-74.07367792317002,2.63,8.26,14.72,9.91,7.99,9.8,9.09,4,4,4,4,Bueno,Bajo,No,ENEL
1599,2025,0.4745,1423500,2025EE19795,Manejo,SSFFS-19795,19852772098122,abutilon pequeno,Tala,Publico,2,CIUDAD BOLIVAR,4.392182196935283,-74.17565123611162,0.18,0.57,5.53,1.44,3.65,3.14,0.62,1,1,1,1,Muy Malo,Muy Alto,No,IDU
1600,2025,0.4745,1423500,2025EE52547,Manejo,SSFFS-52547,06068653990860,jazmin amarillo,Poda radicular,Publico,6,TUNJUELITO,4.562164738121309,-74.13052852505064,0.55,1.73,2.18,0.68,1.36,2.54,1.9,4,4,2,4,Regular,Medio,No,UAESP
1601,2021,0.4379,908526,2021EE18548,Emergencia,SSFFS-18548,08198707392557,flor morado,Tratamiento integral,Publico,4,KENNEDY,4.613960945857931,-74.16485884756304,0.48,1.51,7.3,6.57,5.04,3.54,1.66,2,2,2,2,Malo,Alto,No,JBB
1602,2021,0.4379,908526,2021EE46240,Emergencia,SSFFS-46240,14200245369777,acacia negra,Tala,Privado,3,LOS MARTIRES,4.603218655142809,-74.08646693778132,62.13,195.19,25.79,3.29,4.95,4.22,214.71,1,1,1,1,Muy Malo,Muy Alto,No,JBB
1603,2020,0.4379,877803,2020EE98988,Manejo,SSFFS-98988,04144701599994,eucalipto pomarroso,Tratamiento especial,Publico,2,SAN CRISTOBAL,4.529680963872032,-74.0460097478177,66.56,209.1,12.52,9.73,8.81,20.13,230.02,3,3,3,2,Malo,Alto,No,JBB
1604,2025,0.4745,1423500,2025EE10492,Infraestructura,SSFFS-10492,11020260464105,eucalipto plateado,Tratamiento integral,Publico,4,SUBA,4.831277965043353,-74.0737538845692,2.54,7.98,9.93,7.06,9.17,3.55,8.78,2,2,2,2,Malo,Alto,No,UAESP
1605,2022,0.432,1000000,2022EE88220,Manejo,SSFFS-88220,13386663064548,gaque,Tala,Privado,3,TEUSAQUILLO,4.636381246382222,-74.0835863379965,2.1,6.6,4.95,0.84,4.87,10.43,7.26,1,1,1,1,Muy Malo,Muy Alto,No,UAESP
1606,2022,0.432,1000000,2022EE16940,Emergencia,SSFFS-16940,19128636348833,guayabo brasilero,Traslado,Privado,5,CIUDAD BOLIVAR,4.437554505669649,-74.18712773802261,0.1,0.31,1.36,0.58,1.0,1.76,0.35,4,4,5,4,Bueno,Bajo,Si,UAESP
1607,2020,0.4379,877803,2020EE23919,Manejo,SSFFS-23919,19397426830993,sangregado,Tala,Privado,4,CIUDAD BOLIVAR,4.398346370490608,-74.19694309046959,2.1,6.6,3.53,0.53,0.81,29.56,7.26,1,1,1,1,Muy Malo,Muy Alto,No,JBB
1608,2021,0.4379,908526,2021EE60973,Manejo,SSFFS-60973,03295472910379,laurel de cera,Tratamiento especial,Publico,2,SANTA FE,4.584094903798328,-74.07514553545084,0.1,0.31,3.11,0.04,1.06,2.06,0.35,3,3,3,2,Malo,Alto,No,JBB
1609,2024,0.4476,1300000,2024EE45558,Infraestructura,SSFFS-45558,12358393892639,eucalipto,Poda radicular,Publico,1,BARRIOS UNIDOS,4.6601104144904495,-74.08311533857501,6.48,20.36,16.84,7.26,18.45,17.55,22.39,4,4,2,4,Regular,Medio,Si,ENEL
1610,2024,0.4476,1300000,2024EE62041,Infraestructura,SSFFS-62041,04169001279730,chirlobirlo,Poda estabilidad,Privado,1,SAN CRISTOBAL,4.537364461471699,-74.0460763532807,0.16,0.5,6.19,3.21,4.27,4.05,0.55,3,2,3,4,Regular,Medio,No,ENEL
1611,2025,0.4745,1423500,2025EE92968,Emergencia,SSFFS-92968,15348165005359,balazo,Poda estructural,Publico,3,ANTONIO NARIÑO,4.580515766064464,-74.09447901484859,0.04,0.13,1.0,0.57,1.0,2.0,0.14,4,3,4,4,Regular,Medio,No,JBB
1612,2023,0.4581,1160000,2023EE08455,Infraestructura,SSFFS-08455,11187588203348,tinto,Conservar,Privado,1,SUBA,4.794680552016839,-74.06782291151194,0.58,1.82,2.05,1.64,2.41,1.6,2.0,5,4,5,4,Bueno,Bajo,No,ENEL
1613,2021,0.4379,908526,2021EE73248,Emergencia,SSFFS-73248,16256324095509,eucalipto de flor,Poda control altura,Privado,2,PUENTE ARANDA,4.612313918316192,-74.09756971546966,103.64,325.6,17.26,6.14,1.09,5.97,358.15,3,2,3,5,Regular,Medio,No,UAESP
1614,2021,0.4379,908526,2021EE86576,Infraestructura,SSFFS-86576,01677910731397,eugenia,Conservar,Publico,3,USAQUEN,4.732676564547932,-74.04687408604809,4.29,13.48,30.35,6.78,9.53,43.25,14.83,5,4,5,4,Bueno,Bajo,No,UAESP
1615,2022,0.432,1000000,2022EE02581,Emergencia,SSFFS-02581,05635033556924,sauce,Poda radicular,Publico,5,USME,4.470268933648176,-74.0891993459797,0.31,0.97,9.93,6.99,6.88,9.92,1.07,4,4,2,4,Regular,Medio,No,OTRO
1616,2025,0.4745,1423500,2025EE04813,Infraestructura,SSFFS-04813,19500586991296,guamo,Poda estabilidad,Publico,4,CIUDAD BOLIVAR,4.4765920515934265,-74.1601939641688,1.63,5.12,8.13,1.06,4.0,6.0,5.63,3,2,3,4,Regular,Medio,No,EEAB
1617,2021,0.4379,908526,2021EE28849,Manejo,SSFFS-28849,06355636402928,gardenia,Poda control altura,Publico,6,TUNJUELITO,4.588819630912548,-74.15588040797358,0.1,0.31,0.6,0.32,0.5,0.5,0.35,3,2,3,5,Regular,Medio,No,UAESP
1618,2023,0.4581,1160000,2023EE91998,Emergencia,SSFFS-91998,17438157787173,arrayan negro,Poda realce,Publico,4,CANDELARIA,4.5991346566960845,-74.07405591993839,0.31,0.97,8.28,5.61,1.53,1.5,1.07,4,4,4,4,Bueno,Bajo,No,JBB
1619,2023,0.4581,1160000,2023EE67406,Infraestructura,SSFFS-67406,02942818331050,holly espinoso,Conservar,Privado,3,CHAPINERO,4.664615913777453,-74.05589647976005,1.15,3.61,6.39,1.77,5.04,3.59,3.97,5,4,5,4,Bueno,Bajo,No,UAESP
1620,2022,0.432,1000000,2022EE25012,Infraestructura,SSFFS-25012,16577719592113,sietecueros real,Poda estabilidad,Publico,2,PUENTE ARANDA,4.620893189297177,-74.11122182621493,0.59,1.85,11.71,0.87,10.55,5.6,2.04,3,2,3,4,Regular,Medio,No,OTRO
1621,2020,0.4379,877803,2020EE26379,Manejo,SSFFS-26379,05042496246972,magnolia rosada,Tratamiento integral,Publico,1,USME,4.458245917918024,-74.1063445808885,0.75,2.36,3.58,0.66,6.94,3.2,2.59,2,2,2,2,Malo,Alto,No,JBB
1622,2024,0.4476,1300000,2024EE70669,Manejo,SSFFS-70669,12979459588217,espino garbancillo,Poda control altura,Publico,3,BARRIOS UNIDOS,4.6637457395776405,-74.0644436887249,0.12,0.38,2.47,0.42,5.27,36.14,0.41,3,2,3,5,Regular,Medio,Si,JBB
1623,2024,0.4476,1300000,2024EE22817,Manejo,SSFFS-22817,09757105262882,mirto,Poda control altura,Privado,3,FONTIBON,4.703407491075749,-74.17442272210475,0.16,0.5,1.16,0.87,1.57,1.34,0.55,3,2,3,5,Regular,Medio,No,UAESP
